"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:28",212036,"occ",21294,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Calabrian",1.806,0.781,"4454;4454","1991-06-19 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:29",212037,"occ",21294,"Canis mesomelas cf.",3,232943,"Canis mesomelas",3,232943,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:30",212040,"occ",21294,"Trionyx sp.",5,37682,"Trionyx",5,37682,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:31",212041,"occ",21294,"Connochaetes sp.",5,42761,"Connochaetes",5,42761,"Calabrian",1.806,0.781,"4454;4454","1991-06-19 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:32",212042,"occ",21294,"Mammalia indet.",17,36651,"Mammalia",17,36651,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:33",212043,"occ",21294,"Aves indet.",17,36616,"Aves",17,36616,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:34",212044,"occ",21294,"Euthecodon brumpti",3,266684,"Euthecodon brumpti",3,266684,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:35",212045,"occ",21294,"Dasyatidae indet.",9,63613,"Dasyatidae",9,63613,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:36",212046,"occ",21294,"Labeo sp.",NA,0,NA,NA,NA,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:37",212047,"occ",21294,"Sindacharax sp.",NA,0,NA,NA,NA,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:38",212048,"occ",21294,"Hydrocynus sp.",NA,0,NA,NA,NA,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:39",212049,"occ",21294,"Homo erectus",3,83084,"Homo erectus",3,83084,"Calabrian",1.806,0.781,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.792,4.25,NA
"1:40",212050,"occ",21295,"Pelorovis sp.",5,42829,"Pelorovis",5,42829,"Calabrian",1.806,0.781,"4454;4454","1991-05-28 00:00:00","2002-07-10 22:49:32",35.807999,4.233,NA
"1:41",212053,"occ",21298,"Pelorovis sp.",5,42829,"Pelorovis",5,42829,"Calabrian",1.806,0.781,"4454;4454","1991-05-28 00:00:00","2002-07-10 22:49:32",35.773998,4.175,NA
"1:42",212056,"occ",21300,"Pelorovis sp.",5,42829,"Pelorovis",5,42829,"Gelasian",2.588,1.806,"4454;4454","1991-05-28 00:00:00","2002-07-10 22:49:32",35.766998,4.189,NA
"1:43",212059,"occ",21300,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Gelasian",2.588,1.806,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.766998,4.189,NA
"1:44",212060,"occ",21300,"Aves indet.",17,36616,"Aves",17,36616,"Gelasian",2.588,1.806,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.766998,4.189,NA
"1:45",212061,"occ",21300,"Euthecodon brumpti",3,266684,"Euthecodon brumpti",3,266684,"Gelasian",2.588,1.806,"4454;4454","1991-09-01 00:00:00","2002-07-10 22:49:32",35.766998,4.189,NA
"1:46",212063,"occ",21303,"Pelorovis sp.",5,42829,"Pelorovis",5,42829,"Gelasian",2.588,1.806,"4454;4454","1991-05-28 00:00:00","2002-07-10 22:49:32",35.775002,4.175,NA
"1:47",212066,"occ",21305,"Pelorovis sp.",5,42829,"Pelorovis",5,42829,"Gelasian",2.588,1.806,"4454;4454","1991-05-28 00:00:00","2002-07-10 22:49:32",35.733002,4.05,NA
"1:48",212067,"occ",21314,"Lepidostrobus sp.",5,125642,"Lepidostrobus",5,125642,"Asbian",339.4,336,"4490;4490","1991-09-01 00:00:00","2004-01-07 17:06:16",-3.199,56.064999,NA
"1:49",212068,"occ",21314,"Lepidostrobophyllum sp.",5,125644,"Lepidostrobophyllum",5,125644,"Asbian",339.4,336,"4490;4490","1991-09-01 00:00:00","2004-01-07 17:06:16",-3.199,56.064999,NA
"1:50",212082,"occ",21315,"Pitus antiqua",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4493;4493","1991-09-01 00:00:00","2004-01-13 16:26:42",-2.232,55.660999,NA
"1:51",212083,"occ",21319,"Lepidocarpon sp.",NA,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:52",212084,"occ",21319,"Protocalamites goeppertii",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:53",212085,"occ",21319,"Protocalamostachys arranensis",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:54",212086,"occ",21319,"Stigmaria sp.",5,157273,"Stigmaria",5,157273,"Visean",346.7,330.9,"3949;3949","1991-08-27 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:55",212087,"occ",21319,"Lepidophloios wuenschianus",3,125634,"Lepidophloios",5,125634,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:56",212088,"occ",21319,"Paurodendron n. gen. arranense n. sp.",3,0,NA,NA,NA,"Visean",346.7,330.9,"4497;4497","1991-09-01 00:00:00","2004-02-22 17:50:43",-5.213,55.707001,NA
"1:57",212089,"occ",21319,"Levicaulis arranensis",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:58",212090,"occ",21319,"Lycostachys protostelicus",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:59",212091,"occ",21319,"Lepidostrobus wuenschianus",3,125642,"Lepidostrobus",5,125642,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:60",212092,"occ",21319,"Lepidostrobus latus",3,125642,"Lepidostrobus",5,125642,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:61",212093,"occ",21319,"Lepidostrobus ambiguus ?",3,125642,"Lepidostrobus",5,125642,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:62",212094,"occ",21319,"Lyginorachis sp.",NA,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:63",212095,"occ",21319,"Lyginorachis waltonii",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-02-22 17:58:22",-5.213,55.707001,NA
"1:64",212096,"occ",21324,"Lepidodendron calamopsoides",3,125629,"Lepidodendron",5,125629,"Tournaisian",358.9,346.7,"3954;3954","1991-08-23 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:65",212097,"occ",21324,"Cladoxylon waltonii",3,249918,"Cladoxylon",5,249918,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:66",212098,"occ",21324,"Kalymma tuediana",3,157163,"Kalymma",5,157163,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:67",212099,"occ",21324,"Protoclepsydropsis kidstonii",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:68",212100,"occ",21324,"Stigmaria sp.",5,157273,"Stigmaria",5,157273,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:69",212101,"occ",21324,"Amyelon sp.",NA,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:70",212102,"occ",21324,"Lyginorachis waltonii",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:71",212103,"occ",21324,"Protopitys scotica",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:72",212104,"occ",21324,"Eristophyton waltonii",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:73",212105,"occ",21324,"Flemingites sp.",5,301950,"Flemingites",5,301950,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2014-08-06 18:54:19",-2.653,56.060001,NA
"1:74",212106,"occ",21324,"Stenomyelon tuedianum",3,157162,"Stenomyelon",5,157162,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:75",212107,"occ",21324,"Eristophyton beinertianum cf.",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:76",212108,"occ",21324,"Lyginorachis papilio cf.",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:77",212109,"occ",21324,"Eurystoma trigona",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:78",212110,"occ",21324,"Spermatophyta indet.",20,55350,"Spermatophyta",20,55350,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-01-19 12:13:35",-2.653,56.060001,NA
"1:79",212111,"occ",21325,"Pitus dayi",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-01-13 17:17:35",-2.8,56.064999,NA
"1:80",212112,"occ",21325,"Lyginorachis gordonii",3,0,NA,NA,NA,"Visean",346.7,330.9,"3949;3949","1991-09-01 00:00:00","2004-01-13 17:17:35",-2.8,56.064999,NA
"1:81",212113,"occ",21330,"Tetrastichia bupatides",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:82",212114,"occ",21330,"Buteoxylon gordonianum",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:83",212115,"occ",21330,"Hydrasperma tenuis",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:84",212116,"occ",21330,"Lyginorachis papilio cf.",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:85",212117,"occ",21330,"Tristichia sp.",NA,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:86",212118,"occ",21330,"Kerryoxylon hexalobatum",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:87",212119,"occ",21330,"Laceya hibernica",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:88",212120,"occ",21330,"Kerryia mattenii",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:89",212121,"occ",21330,"Rhizoxylon ambiguum",3,0,NA,NA,NA,"Tournaisian",358.9,346.7,"4428;4428","1991-09-01 00:00:00","2002-07-10 22:49:32",-9.842,52.389,NA
"1:90",212122,"occ",21331,"Wexfordia hookense",3,195982,"Wexfordia hookense",3,195982,"Tournaisian",358.9,346.7,"3954;3954","1991-09-01 00:00:00","2004-05-11 15:26:48",-6.885,52.161999,NA
"1:91",212124,"occ",21332,"Mitragocerus sp.",NA,42801,"Miotragocerus",5,42801,"Messinian",7.246,2.588,"4648;4648","1991-05-28 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:92",212125,"occ",21332,"Nyanzachoerus tulotos",3,42403,"Nyanzachoerus",5,42403,"Messinian",7.246,2.588,"4648;4648","1991-05-28 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:93",212126,"occ",21332,"Primelephas gomphotheroides",3,227259,"Primelephas korotorensis",3,227258,"Messinian",7.246,2.588,"4648;4648","1991-05-28 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:94",212127,"occ",21332,"Stegotetrabelodon orbus",3,159434,"Stegotetrabelodon orbus",3,159434,"Messinian",7.246,2.588,"4648;4648","1991-05-28 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:95",212129,"occ",21332,"Hipparion primigenium",3,117151,"Hippotherium primigenium",3,90214,"Messinian",7.246,2.588,"4648;4648","1991-05-30 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:96",212130,"occ",21332,"Parapapio cf. sp.",5,40874,"Parapapio",5,40874,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:97",212131,"occ",21332,"Australopithecus africanus cf.",3,83066,"Australopithecus africanus",3,83066,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:98",212132,"occ",21332,"Anomaluridae n. gen. indet. n. sp.",9,41970,"Anomaluridae",9,41970,"Messinian",7.246,2.588,"4648;4648","1991-06-19 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:99",212133,"occ",21332,"Viverridae indet.",9,40997,"Viverridae",9,40997,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:100",212134,"occ",21332,"Felidae indet.",9,41045,"Felidae",9,41045,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:101",212135,"occ",21332,"Felidae indet.",9,41045,"Felidae",9,41045,"Messinian",7.246,2.588,"4648;4648","1991-06-10 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:102",212136,"occ",21332,"Leptoryteropus guilielmi",3,0,NA,NA,NA,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:103",212137,"occ",21332,"Deinotherium sp.",5,43280,"Deinotherium",5,43280,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:104",212138,"occ",21332,"Gomphotheriidae indet.",9,43240,"Gomphotheriidae",9,43240,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:105",212139,"occ",21332,"Hipparion turkanense",3,133126,"Eurygnathohippus turkanense",3,133127,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:106",212140,"occ",21332,"Cercocebus cf. sp.",5,40861,"Cercocebus",5,40861,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:107",212141,"occ",21332,"Hyaenidae indet.",9,41020,"Hyaenidae",9,41020,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:108",212142,"occ",21332,"Hipparion sitifense",3,133125,"Hipparion sitifense",3,133125,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:109",212143,"occ",21332,"Brachypotherium lewisi",3,43194,"Brachypotherium",5,43194,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:110",212144,"occ",21332,"Nyanzachoerus jaegeri cf.",3,42403,"Nyanzachoerus",5,42403,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:111",212145,"occ",21332,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:112",212146,"occ",21332,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:113",212147,"occ",21332,"Hexaprotodon sp.",5,42480,"Hexaprotodon",5,42480,"Messinian",7.246,2.588,"4648;4648","1991-06-18 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:114",212148,"occ",21332,"Hexaprotodon sp.",5,42480,"Hexaprotodon",5,42480,"Messinian",7.246,2.588,"4648;4648","1991-06-18 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:115",212149,"occ",21332,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:116",212150,"occ",21332,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:117",212151,"occ",21332,"Tragelaphus sp.",5,42885,"Tragelaphus",5,42885,"Messinian",7.246,2.588,"4648;4648","1991-06-19 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:118",212152,"occ",21332,"Tragelaphus sp.",5,42885,"Tragelaphus",5,42885,"Messinian",7.246,2.588,"4648;4648","1991-06-19 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:119",212153,"occ",21332,"Gazella sp.",5,42774,"Gazella",5,42774,"Messinian",7.246,2.588,"4648;4648","1991-06-19 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:120",212154,"occ",21332,"Gazella sp.",5,42774,"Gazella",5,42774,"Messinian",7.246,2.588,"4648;4648","1991-06-19 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:121",212155,"occ",21332,"Antilope sp.",5,42746,"Antilope",5,42746,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:122",212156,"occ",21332,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:123",212157,"occ",21332,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:124",212158,"occ",21332,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:125",212159,"occ",21332,"Euthecodon sp.",5,38445,"Euthecodon",5,38445,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:126",212160,"occ",21332,"Reptilia indet.",17,36322,"Reptilia",17,36322,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:127",212161,"occ",21332,"Pythonidae indet.",9,99994,"Pythonidae",9,99994,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:128",212162,"occ",21332,"Podocnemis sp.",5,37599,"Podocnemis",5,37599,"Messinian",7.246,2.588,"4648;4648","1991-06-18 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:129",212163,"occ",21332,"Podocnemis sp.",5,37599,"Podocnemis",5,37599,"Messinian",7.246,2.588,"4648;4648","1991-06-18 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
"1:130",212164,"occ",21332,"Geochelone sp.",5,37740,"Geochelone",5,37740,"Messinian",7.246,2.588,"4648;4648","1991-09-01 00:00:00","2002-07-10 22:49:32",36.067001,2.883,"Piacenzian"
