"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:1845",225789,"occ",21924,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:1846",225792,"occ",21924,"Heterohyrax brucei",3,143663,"Heterohyrax brucei",3,143663,"Pleistocene",2.588,0,"5237;5237","1995-06-19 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:1847",225793,"occ",21924,"Mungos mungo",3,206224,"Mungos mungo",3,206224,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:1848",225794,"occ",21924,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:1849",225795,"occ",21924,"Lepus saxatilis",3,42176,"Lepus",5,42176,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:1850",225796,"occ",21924,"Herpestes ichneumon",3,206226,"Herpestes ichneumon",3,206226,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:1851",225804,"occ",21925,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5237;5237","1995-06-23 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:1852",225805,"occ",21925,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:1853",225806,"occ",21925,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:1854",225807,"occ",21925,"Herpestes sanguineus",3,232253,"Herpestes sanguineus",3,232253,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:1855",225810,"occ",21925,"Lepus saxatilis",3,42176,"Lepus",5,42176,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:1856",225811,"occ",21925,"Cephalophus monticola",3,149564,"Cephalophus monticola",3,149564,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:1857",225814,"occ",21926,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Calabrian",1.806,0.781,"5232;5232","1995-06-23 00:00:00","2002-07-10 22:49:32",15.4167,-23.5833,NA
"1:1858",225815,"occ",21926,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Calabrian",1.806,0.781,"5232;5232","1995-06-21 00:00:00","2002-07-10 22:49:32",15.4167,-23.5833,NA
"1:1859",225819,"occ",21927,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1860",225820,"occ",21927,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1861",225821,"occ",21927,"Lepus saxatilis",3,42176,"Lepus",5,42176,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1862",225822,"occ",21927,"Papio ursinus",3,40871,"Papio",5,40871,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1863",225823,"occ",21927,"Cephalophus monticola",3,149564,"Cephalophus monticola",3,149564,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1864",225830,"occ",21928,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.4667,-28.5333,NA
"1:1865",225831,"occ",21928,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Calabrian",1.806,0.781,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",24.4667,-28.5333,NA
"1:1866",225833,"occ",21928,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.4667,-28.5333,NA
"1:1867",225836,"occ",21928,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.4667,-28.5333,NA
"1:1868",225837,"occ",21928,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.4667,-28.5333,NA
"1:1869",225838,"occ",21928,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",24.4667,-28.5333,NA
"1:1870",225843,"occ",21929,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1871",225844,"occ",21929,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-23 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1872",225845,"occ",21929,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1873",225846,"occ",21929,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1874",225847,"occ",21929,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1875",225848,"occ",21929,"Panthera leo",3,49734,"Panthera leo",3,49734,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1876",225849,"occ",21929,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1877",225851,"occ",21929,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1878",225853,"occ",21929,"Lycaon pictus",3,231463,"Lycaon pictus",3,231463,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1879",225854,"occ",21929,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1880",225855,"occ",21929,"Damaliscus dorcas",3,235803,"Damaliscus dorcas",3,235803,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1881",225856,"occ",21929,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1882",225857,"occ",21929,"Aonyx capensis",3,157462,"Aonyx capensis",3,157462,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1883",225858,"occ",21929,"Ictonyx striatus",3,232914,"Ictonyx striatus",3,232914,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1884",225859,"occ",21929,"Acinonyx jubatus",3,224065,"Acinonyx jubatus",3,224065,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1885",225860,"occ",21929,"Felis serval",3,224081,"Caracal serval",3,224082,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-22 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1886",225861,"occ",21929,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1887",225863,"occ",21929,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-23 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1888",225866,"occ",21929,"Vulpes chama",3,235499,"Vulpes chama",3,235499,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1889",225868,"occ",21929,"Genetta tigrina",3,232092,"Genetta tigrina",3,232092,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1890",225869,"occ",21929,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1891",225870,"occ",21929,"Lepus saxatilis",3,42176,"Lepus",5,42176,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1892",225871,"occ",21929,"Papio ursinus",3,40871,"Papio",5,40871,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1893",225872,"occ",21929,"Hippotragus leucophaeus",3,42782,"Hippotragus",5,42782,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1894",225873,"occ",21929,"Raphicerus melanotis",3,149591,"Raphicerus melanotis",3,149591,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1895",225874,"occ",21929,"Herpestes ichneumon",3,206226,"Herpestes ichneumon",3,206226,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1896",225875,"occ",21929,"Equus quagga",3,90653,"Equus quagga",3,90653,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1897",225876,"occ",21929,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1898",225877,"occ",21929,"Bathyergus suillus",3,233920,"Bathyergus suillus",3,233920,"Pleistocene",2.588,0.0117,"5238;5238","1995-10-04 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:1899",225891,"occ",21932,"Gazella granti",3,149573,"Gazella granti",3,149573,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1900",225892,"occ",21932,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1901",225893,"occ",21932,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Holocene",0.0117,0,"5242;5242","1995-06-22 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1902",225895,"occ",21932,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1903",225896,"occ",21932,"Capra hircus",3,104250,"Capra hircus",3,104250,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1904",225897,"occ",21932,"Ovis aries",3,104261,"Ovis aries",3,104261,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1905",225899,"occ",21932,"Tachyoryctes splendens",3,104913,"Tachyoryctes",5,104913,"Holocene",0.0117,0,"5242;5242","1995-10-04 00:00:00","2002-07-10 22:49:32",36.200001,-0.7667,NA
"1:1906",225904,"occ",21933,"Gazella granti",3,149573,"Gazella granti",3,149573,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1907",225905,"occ",21933,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1908",225907,"occ",21933,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1909",225908,"occ",21933,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5243;5243","1995-06-23 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1910",225909,"occ",21933,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Holocene",0.0117,0,"5243;5243","1995-06-22 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1911",225910,"occ",21933,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Holocene",0.0117,0,"5243;5243","1995-06-22 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1912",225911,"occ",21933,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Holocene",0.0117,0,"5243;5243","1995-06-22 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1913",225913,"occ",21933,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1914",225914,"occ",21933,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1915",225915,"occ",21933,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1916",225916,"occ",21933,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1917",225917,"occ",21933,"Redunca redunca",3,149684,"Redunca redunca",3,149684,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1918",225918,"occ",21933,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1919",225920,"occ",21933,"Heterohyrax brucei",3,143663,"Heterohyrax brucei",3,143663,"Holocene",0.0117,0,"5243;5243","1995-06-19 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1920",225921,"occ",21933,"Cercopithecus mitis",3,235354,"Cercopithecus mitis",3,235354,"Holocene",0.0117,0,"5243;5243","1995-10-04 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1921",225922,"occ",21933,"Arvicanthis abyssinicus",3,41898,"Arvicanthis",5,41898,"Holocene",0.0117,0,"5243;5243","1995-10-04 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1922",225923,"occ",21933,"Tatera nigricauda",3,41882,"Tatera",5,41882,"Holocene",0.0117,0,"5243;5243","1995-10-04 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1923",225924,"occ",21933,"Tachyoryctes splendens",3,104913,"Tachyoryctes",5,104913,"Holocene",0.0117,0,"5243;5243","1995-10-04 00:00:00","2002-07-10 22:49:32",36.416698,-0.7167,NA
"1:1924",225928,"occ",21934,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1925",225929,"occ",21934,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5243;5243","1995-06-23 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1926",225930,"occ",21934,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1927",225931,"occ",21934,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1928",225932,"occ",21934,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1929",225933,"occ",21934,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1930",225936,"occ",21934,"Tachyoryctes splendens",3,104913,"Tachyoryctes",5,104913,"Holocene",0.0117,0,"5243;5243","1995-10-04 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1931",225937,"occ",21935,"Gazella granti",3,149573,"Gazella granti",3,149573,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1932",225938,"occ",21935,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1933",225941,"occ",21935,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1934",225942,"occ",21935,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5242;5242","1995-06-23 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1935",225945,"occ",21935,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1936",225946,"occ",21935,"Capra hircus",3,104250,"Capra hircus",3,104250,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1937",225947,"occ",21935,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1938",225949,"occ",21935,"Ovis aries",3,104261,"Ovis aries",3,104261,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1939",225951,"occ",21935,"Equus asinus",3,104269,"Equus asinus",3,104269,"Holocene",0.0117,0,"5242;5242","1995-06-23 00:00:00","2002-07-10 22:49:32",38.845798,-1.5431,NA
"1:1940",225953,"occ",21936,"Gazella granti",3,149573,"Gazella granti",3,149573,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1941",225954,"occ",21936,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1942",225956,"occ",21936,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1943",225957,"occ",21936,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1944",225958,"occ",21936,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5242;5242","1995-06-23 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1945",225959,"occ",21936,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Holocene",0.0117,0,"5242;5242","1995-06-22 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1946",225961,"occ",21936,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1947",225962,"occ",21936,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1948",225963,"occ",21936,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1949",225964,"occ",21936,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1950",225965,"occ",21936,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Holocene",0.0117,0,"5242;5242","1995-06-23 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1951",225968,"occ",21936,"Tachyoryctes splendens",3,104913,"Tachyoryctes",5,104913,"Holocene",0.0117,0,"5242;5242","1995-10-04 00:00:00","2002-07-10 22:49:32",36.099998,-0.4167,NA
"1:1952",225969,"occ",21937,"Gazella granti",3,149573,"Gazella granti",3,149573,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1,NA
"1:1953",225971,"occ",21937,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5243;5243","1995-06-23 00:00:00","2002-07-10 22:49:32",36.25,-1,NA
"1:1954",225973,"occ",21937,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1,NA
"1:1955",225974,"occ",21937,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1,NA
"1:1956",225975,"occ",21937,"Capra hircus",3,104250,"Capra hircus",3,104250,"Holocene",0.0117,0,"5243;5243","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1,NA
"1:1957",225985,"occ",21938,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1958",225986,"occ",21938,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1959",225988,"occ",21938,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1960",225990,"occ",21938,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5242;5242","1995-06-23 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
